Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,
247,ORD-NA-WION-HO-LA-55044,06.01.2014,06.06.2014,Second Class,NA-WION-HO-LA-55044,OFF-SU-10000946,$47.88,6,0,$23.94,
9150,ORD-CY-JOES-CO-SP-22153,06.01.2014,06.06.2014,Standard Class,CY-JOES-CO-SP-22153,OFF-BI-10004209,$138.56,4,0,$66.51,
9151,ORD-CY-JOES-CO-SP-22153,06.01.2014,06.06.2014,Standard Class,CY-JOES-CO-SP-22153,TEC-AC-10000397,$65.52,5,0.1,$12.38,
2202,ORD-IZ-THON-CO-CO-43229,06.01.2014,06.06.2014,Standard Class,IZ-THON-CO-CO-43229,FUR-FU-10002937,$881.93,7,0,$229.30,
2201,ORD-IZ-THON-CO-SA-78207,06.01.2014,06.06.2014,Standard Class,IZ-THON-CO-SA-78207,OFF-BI-10003314,$22.20,6,0,$9.10,
716,ORD-IS-LIBE-CO-NE-10035,07.01.2014,07.06.2014,Second Class,IS-LIBE-CO-NE-10035,OFF-ST-10003996,$19.92,5,0.2,$6.97,
1319,ORD-EL-WOAN-CO-PA-77506,07.01.2014,07.05.2014,Standard Class,EL-WOAN-CO-PA-77506,OFF-BI-10000605,$575.92,2,0.2,$71.99,
1320,ORD-EL-WOAN-CO-NE-10024,07.01.2014,07.05.2014,Standard Class,EL-WOAN-CO-NE-10024,OFF-LA-10001404,$5.18,6,0.7,-$3.63,
1839,ORD-RA-FIER-CO-CO-47201,08.01.2014,08.05.2014,Standard Class,RA-FIER-CO-CO-47201,FUR-TA-10001691,$44.13,4,0.2,$12.14,
1841,ORD-RA-FIER-CO-VI-8360,08.01.2014,08.05.2014,Standard Class,RA-FIER-CO-VI-8360,OFF-AP-10001564,$78.30,2,0.2,$29.36,
1838,ORD-RA-FIER-CO-CO-47201,08.01.2014,08.05.2014,Standard Class,RA-FIER-CO-CO-47201,OFF-PA-10003349,$17.54,3,0.2,$5.92,
1840,ORD-RA-FIER-CO-CO-47201,08.01.2014,08.05.2014,Standard Class,RA-FIER-CO-CO-47201,OFF-SU-10003505,$62.92,1,0.2,$10.22,
2173,ORD-AN-LION-CO-CO-47201,08.01.2014,08.03.2014,First Class,AN-LION-CO-CO-47201,OFF-ST-10000585,$19.75,3,0.2,$6.91,
2411,ORD-NN-STLE-HO-BO-33437,08.01.2014,08.06.2014,Standard Class,NN-STLE-HO-BO-33437,FUR-FU-10002240,$5.68,2,0.2,$1.92,
8242,ORD-NA-HEEZ-CO-CO-31907,09.01.2014,09.05.2014,Standard Class,NA-HEEZ-CO-CO-31907,TEC-AC-10002399,$23.74,2,0.2,$8.31,
8243,ORD-NA-HEEZ-CO-SA-94110,09.01.2014,09.05.2014,Standard Class,NA-HEEZ-CO-SA-94110,TEC-MA-10001127,$357.00,3,0,$57.12,
1162,ORD-RY-TRON-CO-FA-45014,09.01.2014,09.05.2014,Second Class,RY-TRON-CO-FA-45014,OFF-AR-10000255,$53.94,3,0,$15.64,
3195,ORD-CK-LEON-CO-HO-77036,09.01.2014,09.04.2014,First Class,CK-LEON-CO-HO-77036,OFF-BI-10001658,$31.10,6,0.2,$10.89,
3194,ORD-CK-LEON-CO-HO-77036,09.01.2014,09.04.2014,First Class,CK-LEON-CO-HO-77036,OFF-BI-10004728,$3.65,3,0.8,-$6.02,
8706,ORD-IL-FRCH-HO-OM-68104,10.01.2014,10.05.2014,Standard Class,IL-FRCH-HO-OM-68104,TEC-AC-10001552,$4.71,1,0,$0.00,
4069,ORD-EN-HEEL-CO-CH-28205,11.01.2014,11.05.2014,Standard Class,EN-HEEL-CO-CH-28205,OFF-BI-10004593,$978.84,9,0.2,$110.12,
4068,ORD-EN-HEEL-CO-CH-28205,11.01.2014,11.05.2014,Standard Class,EN-HEEL-CO-CH-28205,OFF-EN-10004147,$47.81,12,0.2,$15.54,
4067,ORD-EN-HEEL-CO-CH-28205,11.01.2014,11.05.2014,Standard Class,EN-HEEL-CO-CH-28205,OFF-PA-10000806,$10.27,3,0.2,$0.90,
4066,ORD-EN-HEEL-CO-CH-28205,11.01.2014,11.05.2014,Standard Class,EN-HEEL-CO-CH-28205,OFF-PA-10001560,$7.52,5,0.2,$1.41,
9869,ORD-IN-ASOK-CO-LO-90008,11.01.2014,11.03.2014,First Class,IN-ASOK-CO-LO-90008,FUR-FU-10001852,$68.70,2,0.2,$16.32,
9870,ORD-IN-ASOK-CO-PA-91104,11.01.2014,11.03.2014,First Class,IN-ASOK-CO-PA-91104,OFF-BI-10000546,$3.13,2,0.7,-$2.61,
9871,ORD-IN-ASOK-CO-PA-91104,11.01.2014,11.03.2014,First Class,IN-ASOK-CO-PA-91104,TEC-AC-10003499,$22.43,3,0.7,-$17.94,
4159,ORD-NE-MCIR-CO-NE-10035,11.01.2014,11.08.2014,Standard Class,NE-MCIR-CO-NE-10035,TEC-PH-10002563,$15.70,3,0.2,$5.10,
807,ORD-LL-APTE-CO-DA-75220,11.01.2014,11.07.2014,Standard Class,LL-APTE-CO-DA-75220,OFF-AR-10001954,"$1,983.97",4,0.2,$248.00,
806,ORD-LL-APTE-CO-DA-75220,11.01.2014,11.07.2014,Standard Class,LL-APTE-CO-DA-75220,OFF-AR-10002240,$43.18,3,0.2,$4.32,
8389,ORD-RE-GRER-CO-SE-98105,11.01.2014,11.05.2014,Standard Class,RE-GRER-CO-SE-98105,OFF-BI-10003291,$76.12,2,0,$22.07,
2832,ORD-IE-DEEY-CO-NE-10035,11.01.2014,11.05.2014,Standard Class,IE-DEEY-CO-NE-10035,OFF-BI-10003676,$443.92,5,0.2,-$94.33,
2833,ORD-IE-DEEY-CO-NE-10035,11.01.2014,11.05.2014,Standard Class,IE-DEEY-CO-NE-10035,TEC-PH-10001494,$155.98,3,0.2,$54.59,
4829,ORD-CK-O'NT-CO-RI-40475,11.01.2014,11.08.2014,Standard Class,CK-O'NT-CO-RI-40475,FUR-FU-10002937,$5.64,3,0,$1.64,
4828,ORD-CK-O'NT-CO-BU-14215,11.01.2014,11.08.2014,Standard Class,CK-O'NT-CO-BU-14215,OFF-PA-10002787,$69.52,2,0,$19.47,
5896,ORD-UL-LUAS-HO-LO-90049,11.01.2014,11.08.2014,Standard Class,UL-LUAS-HO-LO-90049,OFF-AP-10001058,$44.40,3,0,$22.20,
5897,ORD-UL-LUAS-HO-LO-90049,11.01.2014,11.08.2014,Standard Class,UL-LUAS-HO-LO-90049,OFF-BI-10003712,$21.40,5,0,$9.63,
7559,ORD-EL-LACY-CO-LO-11561,11.01.2014,11.05.2014,Standard Class,EL-LACY-CO-LO-11561,OFF-BI-10001718,$533.94,3,0,$154.84,
7560,ORD-EL-LACY-CO-LO-11561,11.01.2014,11.05.2014,Standard Class,EL-LACY-CO-LO-11561,OFF-LA-10002945,$167.94,3,0,$82.29,
7561,ORD-EL-LACY-CO-GR-27834,11.01.2014,11.05.2014,Standard Class,EL-LACY-CO-GR-27834,OFF-PA-10004888,$31.68,6,0,$9.82,
1793,ORD-SI-PЦNG-CO-CL-44105,12.01.2014,12.03.2014,First Class,SI-PЦNG-CO-CL-44105,FUR-CH-10002304,$46.64,4,0,$12.59,
1792,ORD-SI-PЦNG-CO-MA-53711,12.01.2014,12.03.2014,First Class,SI-PЦNG-CO-MA-53711,OFF-BI-10002982,"$2,807.84",8,0,$673.88,
2076,ORD-BY-RIER-CO-NA-37211,12.01.2014,12.05.2014,Standard Class,BY-RIER-CO-NA-37211,OFF-BI-10002735,$58.20,3,0,$28.52,
3199,ORD-BY-BRDT-CO-WA-20016,12.01.2014,12.07.2014,Standard Class,BY-BRDT-CO-WA-20016,FUR-CH-10000749,$95.97,4,0.2,$9.60,
8004,ORD-NA-ANDI-CO-GE-40324,12.01.2014,12.03.2014,First Class,NA-ANDI-CO-GE-40324,OFF-AP-10001469,$271.90,2,0,$78.85,
8005,ORD-NA-ANDI-CO-SA-94109,12.01.2014,12.03.2014,First Class,NA-ANDI-CO-SA-94109,OFF-BI-10001308,$45.84,3,0,$15.59,
8006,ORD-NA-ANDI-CO-SA-94109,12.01.2014,12.03.2014,First Class,NA-ANDI-CO-SA-94109,OFF-BI-10003707,$9.82,2,0,$3.24,
4492,ORD-OE-KAVA-CO-DE-60016,12.01.2014,12.03.2014,Second Class,OE-KAVA-CO-DE-60016,FUR-FU-10002030,$659.99,2,0.4,$110.00,
4495,ORD-OE-KAVA-CO-CO-43229,12.01.2014,12.03.2014,Second Class,OE-KAVA-CO-CO-43229,OFF-AP-10001394,$909.72,6,0.3,-$51.98,
4493,ORD-OE-KAVA-CO-DE-60016,12.01.2014,12.03.2014,Second Class,OE-KAVA-CO-DE-60016,OFF-LA-10003930,$8.13,2,0.2,$1.42,
4494,ORD-OE-KAVA-CO-DE-60016,12.01.2014,12.03.2014,Second Class,OE-KAVA-CO-DE-60016,OFF-ST-10001580,$36.29,7,0.2,$12.70,
4905,ORD-TT-COLL-CO-HO-77070,12.01.2014,12.03.2014,Second Class,TT-COLL-CO-HO-77070,OFF-BI-10002393,$674.06,3,0.3,-$19.26,
9139,ORD-IC-BATO-CO-SA-94110,02.02.2014,02.09.2014,Standard Class,IC-BATO-CO-SA-94110,OFF-ST-10002974,$180.96,5,0.2,$13.57,
9138,ORD-IC-BATO-CO-SA-94110,02.02.2014,02.09.2014,Standard Class,IC-BATO-CO-SA-94110,OFF-SU-10000946,$18.34,2,0.7,-$12.22,
1704,ORD-IA-DEEY-HO-OK-73120,02.02.2014,02.06.2014,Standard Class,IA-DEEY-HO-OK-73120,OFF-ST-10000943,$12.35,5,0,$5.80,
6058,ORD-NA-NUNN-HO-RA-27604,03.02.2014,03.08.2014,Standard Class,NA-NUNN-HO-RA-27604,OFF-AP-10002684,$11.36,2,0,$5.34,
6059,ORD-NA-NUNN-HO-FO-80525,03.02.2014,03.08.2014,Standard Class,NA-NUNN-HO-FO-80525,TEC-PH-10003505,$36.40,5,0,$17.47,
9946,ORD-LE-HAEN-CO-PO-91767,03.02.2014,03.06.2014,Standard Class,LE-HAEN-CO-PO-91767,OFF-BI-10004781,$3.42,1,0.2,$1.07,
9947,ORD-LE-HAEN-CO-PO-91767,03.02.2014,03.06.2014,Standard Class,LE-HAEN-CO-PO-91767,OFF-PA-10000533,$151.20,3,0.2,$32.13,
8920,ORD-NA-HДIN-CO-SA-92024,04.02.2014,04.08.2014,Standard Class,NA-HДIN-CO-SA-92024,FUR-FU-10002878,$177.68,2,0,$46.20,
5685,ORD-OB-DOWD-CO-TE-92592,04.02.2014,04.08.2014,Standard Class,OB-DOWD-CO-TE-92592,OFF-EN-10004386,$154.90,5,0,$40.27,
5684,ORD-OB-DOWD-CO-AT-30605,04.02.2014,04.08.2014,Standard Class,OB-DOWD-CO-AT-30605,OFF-LA-10004409,"$1,049.93",7,0,$293.98,
5683,ORD-OB-DOWD-CO-AT-30605,04.02.2014,04.08.2014,Standard Class,OB-DOWD-CO-AT-30605,OFF-PA-10000349,$15.84,3,0,$7.13,
8828,ORD-AM-CREN-CO-HO-77095,04.02.2014,04.06.2014,Second Class,AM-CREN-CO-HO-77095,OFF-ST-10001321,$33.49,7,0.2,$10.47,
8827,ORD-AM-CREN-CO-HO-77095,04.02.2014,04.06.2014,Second Class,AM-CREN-CO-HO-77095,TEC-PH-10001870,$26.72,5,0.2,$9.35,
5825,ORD-EW-ROTS-CO-LO-90004,05.02.2014,05.02.2014,Same Day,EW-ROTS-CO-LO-90004,OFF-LA-10000443,$26.14,3,0.2,$1.96,
7037,ORD-RI-SCNG-CO-FA-45014,05.02.2014,05.04.2014,Second Class,RI-SCNG-CO-FA-45014,TEC-MA-10003673,$479.98,2,0.2,$90.00,
3890,ORD-RT-VIKY-CO-PH-19140,06.02.2014,06.06.2014,Standard Class,RT-VIKY-CO-PH-19140,OFF-BI-10003166,$356.94,2,0,$107.08,
3889,ORD-RT-VIKY-CO-PH-19140,06.02.2014,06.06.2014,Standard Class,RT-VIKY-CO-PH-19140,OFF-PA-10004243,$239.97,3,0,$67.19,
3888,ORD-RT-VIKY-CO-PH-19140,06.02.2014,06.06.2014,Standard Class,RT-VIKY-CO-PH-19140,TEC-AC-10001266,$8.56,2,0,$2.65,
720,ORD-NE-KAIS-HO-TR-45373,06.02.2014,06.07.2014,Standard Class,NE-KAIS-HO-TR-45373,OFF-AR-10002053,$73.32,6,0,$22.00,
719,ORD-NE-KAIS-HO-TR-45373,06.02.2014,06.07.2014,Standard Class,NE-KAIS-HO-TR-45373,OFF-ST-10001496,$59.81,3,0.2,$19.44,
2733,ORD-IC-HONN-CO-PH-19120,07.02.2014,07.06.2014,Standard Class,IC-HONN-CO-PH-19120,FUR-FU-10003553,$73.98,2,0,$19.97,
2734,ORD-IC-HONN-CO-ME-38109,07.02.2014,07.06.2014,Standard Class,IC-HONN-CO-ME-38109,OFF-BI-10001196,$5.58,1,0,$2.18,
6175,ORD-CK-ZAKY-HO-YU-85364,08.02.2014,08.08.2014,Standard Class,CK-ZAKY-HO-YU-85364,OFF-AP-10000938,$838.38,2,0,$226.36,
6174,ORD-CK-ZAKY-HO-ME-83642,08.02.2014,08.08.2014,Standard Class,CK-ZAKY-HO-ME-83642,OFF-AR-10001231,$21.20,2,0,$9.12,
6173,ORD-CK-ZAKY-HO-ME-83642,08.02.2014,08.08.2014,Standard Class,CK-ZAKY-HO-ME-83642,OFF-BI-10003350,$26.70,5,0,$12.55,
9140,ORD-AN-MILS-CO-SE-98115,09.02.2014,09.08.2014,Standard Class,AN-MILS-CO-SE-98115,FUR-FU-10004093,$475.94,7,0.2,$95.19,
4404,ORD-AY-LUKE-CO-LO-90004,09.02.2014,09.04.2014,First Class,AY-LUKE-CO-LO-90004,OFF-AP-10000692,$21.24,3,0,$8.07,
5029,ORD-NA-VAEN-CO-NE-10011,09.02.2014,09.07.2014,Second Class,NA-VAEN-CO-NE-10011,OFF-BI-10002225,$239.98,3,0.2,$53.99,
9034,ORD-IT-CHND-CO-WE-84084,09.02.2014,09.07.2014,Standard Class,IT-CHND-CO-WE-84084,TEC-PH-10001817,"$1,793.98",2,0,$843.17,
2926,ORD-IN-MACK-CO-LO-40214,09.02.2014,09.05.2014,First Class,IN-MACK-CO-LO-40214,FUR-FU-10001379,$70.71,1,0,$4.95,
2925,ORD-IN-MACK-CO-WI-28403,09.02.2014,09.05.2014,First Class,IN-MACK-CO-WI-28403,TEC-PH-10004896,$19.90,1,0,$8.96,
7289,ORD-DY-GEDE-CO-NE-10011,09.02.2014,09.07.2014,Standard Class,DY-GEDE-CO-NE-10011,OFF-AR-10003829,$559.71,3,0.4,-$121.27,
4930,ORD-NE-DUCH-CO-NE-10035,09.02.2014,09.03.2014,First Class,NE-DUCH-CO-NE-10035,OFF-PA-10002195,$57.75,5,0,$16.17,
4931,ORD-NE-DUCH-CO-SA-94122,09.02.2014,09.03.2014,First Class,NE-DUCH-CO-SA-94122,OFF-SU-10004290,$14.94,3,0,$7.02,
3225,ORD-IN-SMTH-CO-LA-44107,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-LA-44107,OFF-AP-10002867,$318.40,2,0.2,$107.46,
3226,ORD-IN-SMTH-CO-LA-44107,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-LA-44107,OFF-AR-10003651,$12.77,6,0.2,$4.63,
3229,ORD-IN-SMTH-CO-TU-85705,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-TU-85705,OFF-BI-10004519,$7.16,1,0.2,-$0.09,
3224,ORD-IN-SMTH-CO-PH-19134,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-PH-19134,OFF-BI-10004654,$4.67,2,0.2,$1.46,
3223,ORD-IN-SMTH-CO-PH-19134,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-PH-19134,OFF-PA-10001934,$9.41,2,0.2,$3.41,
3228,ORD-IN-SMTH-CO-ME-32935,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-ME-32935,OFF-ST-10001558,$230.38,3,0.2,$20.16,
3227,ORD-IN-SMTH-CO-LA-8701,10.02.2014,10.05.2014,First Class,IN-SMTH-CO-LA-8701,OFF-ST-10004835,$15.36,2,0.2,-$3.26,
4524,ORD-ER-DEIR-CO-CH-60610,11.02.2014,11.06.2014,Standard Class,ER-DEIR-CO-CH-60610,OFF-SU-10001935,$34.86,7,0,$16.04,
4525,ORD-ER-DEIR-CO-CH-60610,11.02.2014,11.06.2014,Standard Class,ER-DEIR-CO-CH-60610,TEC-PH-10004080,$89.34,6,0,$24.12,
7508,ORD-ID-HONS-CO-SA-94122,11.02.2014,11.06.2014,Standard Class,ID-HONS-CO-SA-94122,FUR-FU-10003849,$362.92,2,0,$105.25,
7507,ORD-ID-HONS-CO-JA-28540,11.02.2014,11.06.2014,Standard Class,ID-HONS-CO-JA-28540,OFF-AR-10004042,$46.38,2,0.2,$5.22,
7277,ORD-IE-KRIZ-HO-FO-33311,11.02.2014,11.06.2014,Standard Class,IE-KRIZ-HO-FO-33311,OFF-PA-10003625,$799.92,10,0.2,$239.98,
6502,ORD-IZ-CALE-CO-MI-92691,11.02.2014,11.06.2014,Standard Class,IZ-CALE-CO-MI-92691,OFF-BI-10004728,$539.96,6,0.4,-$107.99,
6503,ORD-IZ-CALE-CO-LO-90004,11.02.2014,11.06.2014,Standard Class,IZ-CALE-CO-LO-90004,OFF-ST-10001558,$50.23,7,0.4,-$10.05,
6504,ORD-IZ-CALE-CO-LO-90004,11.02.2014,11.06.2014,Standard Class,IZ-CALE-CO-LO-90004,TEC-MA-10001148,$19.24,3,0.7,-$13.47,
7577,ORD-EN-WARD-CO-SE-98115,11.02.2014,11.07.2014,Second Class,EN-WARD-CO-SE-98115,FUR-BO-10003965,$41.94,2,0,$15.10,
7578,ORD-EN-WARD-CO-SE-98115,11.02.2014,11.07.2014,Second Class,EN-WARD-CO-SE-98115,OFF-BI-10000494,$52.79,1,0.2,$4.62,
6228,ORD-CK-O'LL-CO-HI-33012,11.02.2014,11.07.2014,Standard Class,CK-O'LL-CO-HI-33012,OFF-BI-10002049,$88.78,3,0.2,$7.77,
6252,ORD-TT-CONS-CO-SA-95123,12.02.2014,12.04.2014,First Class,TT-CONS-CO-SA-95123,FUR-CH-10001708,$2.39,1,0.8,-$6.34,
9002,ORD-TH-MOTT-CO-HO-33021,12.02.2014,12.09.2014,Standard Class,TH-MOTT-CO-HO-33021,OFF-BI-10001757,$5.95,1,0,$0.83,
9003,ORD-TH-MOTT-CO-SA-30328,12.02.2014,12.09.2014,Standard Class,TH-MOTT-CO-SA-30328,TEC-PH-10001924,$15.24,3,0,$7.16,
708,ORD-ID-PHPE-CO-CH-60610,12.02.2014,12.04.2014,First Class,ID-PHPE-CO-CH-60610,OFF-AR-10001315,$119.96,4,0,$52.78,
709,ORD-ID-PHPE-CO-NE-10035,12.02.2014,12.04.2014,First Class,ID-PHPE-CO-NE-10035,OFF-PA-10000174,$883.92,5,0.2,-$110.49,
710,ORD-ID-PHPE-CO-NE-10035,12.02.2014,12.04.2014,First Class,ID-PHPE-CO-NE-10035,TEC-PH-10001700,$46.72,8,0.2,$15.77,
4876,ORD-NE-NOON-CO-HO-77070,12.02.2014,12.07.2014,Standard Class,NE-NOON-CO-HO-77070,OFF-BI-10002794,$119.80,5,0.2,$29.95,
6601,ORD-LA-NEON-CO-BU-27217,12.02.2014,12.07.2014,Standard Class,LA-NEON-CO-BU-27217,FUR-CH-10002304,$146.82,3,0,$73.41,
6602,ORD-LA-NEON-CO-YU-92399,12.02.2014,12.07.2014,Standard Class,LA-NEON-CO-YU-92399,OFF-AP-10002651,$239.84,8,0,$64.76,
6600,ORD-LA-NEON-CO-CA-27511,12.02.2014,12.07.2014,Standard Class,LA-NEON-CO-CA-27511,OFF-LA-10002945,$60.72,3,0,$23.68,
6603,ORD-LA-NEON-CO-TE-85281,12.02.2014,12.07.2014,Standard Class,LA-NEON-CO-TE-85281,OFF-PA-10003883,$15.66,6,0,$7.20,
2789,ORD-EL-DOEZ-CO-CO-78415,12.02.2014,12.06.2014,Standard Class,EL-DOEZ-CO-CO-78415,FUR-BO-10000468,$16.46,7,0.2,$1.44,
2790,ORD-EL-DOEZ-CO-CO-78415,12.02.2014,12.06.2014,Standard Class,EL-DOEZ-CO-CO-78415,OFF-AR-10003514,$39.96,5,0.6,-$23.98,
2788,ORD-EL-DOEZ-CO-CO-78415,12.02.2014,12.06.2014,Standard Class,EL-DOEZ-CO-CO-78415,TEC-PH-10002310,$58.36,5,0.6,-$24.80,
7981,ORD-EN-PORS-CO-CL-44105,01.03.2014,01.07.2014,Standard Class,EN-PORS-CO-CL-44105,OFF-EN-10001434,$16.45,2,0.2,$5.55,
1518,ORD-OM-BOER-CO-TU-74133,02.03.2014,02.06.2014,Second Class,OM-BOER-CO-TU-74133,OFF-BI-10004236,$83.84,2,0.2,$27.25,
1519,ORD-OM-BOER-CO-TU-74133,02.03.2014,02.06.2014,Second Class,OM-BOER-CO-TU-74133,OFF-ST-10000060,$13.27,3,0.2,$4.31,
8712,ORD-VA-JABS-CO-SA-92037,03.03.2014,03.07.2014,Standard Class,VA-JABS-CO-SA-92037,OFF-AP-10001492,$626.35,3,0.2,-$23.49,
1164,ORD-NE-PROR-HO-NE-10035,03.03.2014,03.08.2014,Standard Class,NE-PROR-HO-NE-10035,OFF-PA-10000605,$125.76,3,0.2,$40.87,
1165,ORD-NE-PROR-HO-NE-10035,03.03.2014,03.08.2014,Standard Class,NE-PROR-HO-NE-10035,TEC-PH-10001557,$25.32,5,0.2,$9.18,
1163,ORD-NE-PROR-HO-FR-75034,03.03.2014,03.08.2014,Standard Class,NE-PROR-HO-FR-75034,TEC-PH-10002447,$9.99,1,0,$4.60,
7349,ORD-AM-CREN-CO-HO-77095,03.03.2014,03.07.2014,Standard Class,AM-CREN-CO-HO-77095,FUR-FU-10002107,$176.77,3,0.8,-$459.61,
556,ORD-EY-JAOE-CO-LA-46226,03.03.2014,03.07.2014,Second Class,EY-JAOE-CO-LA-46226,FUR-CH-10003981,$19.46,4,0.2,$3.40,
7249,ORD-LL-STON-CO-LO-90045,03.03.2014,03.08.2014,Standard Class,LL-STON-CO-LO-90045,OFF-AR-10001545,$44.67,8,0.2,-$10.05,
7248,ORD-LL-STON-CO-MI-33180,03.03.2014,03.08.2014,Standard Class,LL-STON-CO-MI-33180,OFF-BI-10004995,$302.45,5,0.5,-$199.62,
7247,ORD-LL-STON-CO-CO-43229,03.03.2014,03.08.2014,Standard Class,LL-STON-CO-CO-43229,TEC-PH-10001079,$15.12,3,0.2,$4.91,
9885,ORD-NA-EDAN-CO-LO-90008,04.03.2014,04.08.2014,Standard Class,NA-EDAN-CO-LO-90008,OFF-BI-10002735,$62.31,3,0,$22.43,
9886,ORD-NA-EDAN-CO-LO-90008,04.03.2014,04.08.2014,Standard Class,NA-EDAN-CO-LO-90008,OFF-BI-10003984,$159.98,2,0,$57.59,
9884,ORD-NA-EDAN-CO-LO-90008,04.03.2014,04.08.2014,Standard Class,NA-EDAN-CO-LO-90008,OFF-ST-10001526,$11.16,2,0,$5.58,
1553,ORD-NI-SUAM-HO-PH-19134,05.03.2014,05.05.2014,First Class,NI-SUAM-HO-PH-19134,OFF-BI-10004465,$21.56,7,0,$10.35,
3862,ORD-AN-CANO-CO-YO-10701,05.03.2014,05.10.2014,Standard Class,AN-CANO-CO-YO-10701,OFF-LA-10000452,$40.18,3,0.2,$14.56,
3863,ORD-AN-CANO-CO-JA-28540,05.03.2014,05.10.2014,Standard Class,AN-CANO-CO-JA-28540,OFF-LA-10001982,$10.90,3,0.2,$3.95,
1700,ORD-EN-CAHT-CO-WI-19805,06.03.2014,06.07.2014,Second Class,EN-CAHT-CO-WI-19805,OFF-BI-10001628,$515.88,6,0,$113.49,
6323,ORD-SS-BARD-HO-SA-94110,06.03.2014,06.07.2014,Second Class,SS-BARD-HO-SA-94110,OFF-ST-10004180,$15.28,2,0,$7.49,
9844,ORD-RD-EIRN-CO-AU-13021,06.03.2014,06.06.2014,First Class,RD-EIRN-CO-AU-13021,FUR-TA-10000617,$15.94,4,0.2,$5.18,
